investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV000314,2024-06-08,120506,LUMPSUM,165874.00,West Bengal,Kolkata,T30,26-35,Male,20.5,UPI,Verified
INV004981,2024-06-08,102886,REDEMPTION,515668.00,Haryana,Faridabad,B30,18-25,Male,3.5,Net Banking,Verified
INV003130,2024-06-08,119093,REDEMPTION,270438.00,West Bengal,Kolkata,T30,18-25,Male,5.6,Mandate,Verified
INV000089,2024-06-09,102887,SIP,9573.00,Maharashtra,Mumbai,T30,26-35,Female,11.2,UPI,Verified
INV001908,2024-06-09,118633,LUMPSUM,218136.00,Uttar Pradesh,Kanpur,B30,26-35,Female,22.6,Net Banking,Pending
INV000554,2024-06-09,120842,REDEMPTION,400867.00,Delhi,Noida,T30,36-45,Male,12.3,Mandate,Verified
INV000104,2024-06-09,120503,LUMPSUM,138854.00,Madhya Pradesh,Indore,T30,26-35,Male,8.1,Net Banking,Verified
INV004906,2024-06-09,101206,LUMPSUM,317908.00,Madhya Pradesh,Indore,T30,26-35,Male,9.9,Mandate,Verified
INV001744,2024-06-09,102886,SIP,16540.00,Karnataka,Mysore,B30,26-35,Male,15.9,Mandate,Verified
INV002373,2024-06-09,148567,SIP,2042.00,Maharashtra,Pune,T30,36-45,Male,56.3,Net Banking,Pending
INV004246,2024-06-09,118634,SIP,2281.00,West Bengal,Kolkata,T30,36-45,Female,12.2,Cheque,Verified
INV000520,2024-06-09,149323,REDEMPTION,88519.00,West Bengal,Kolkata,T30,46-55,Female,59.4,UPI,Verified
INV001569,2024-06-09,118634,SIP,8135.00,Punjab,Chandigarh,T30,46-55,Male,50.1,UPI,Verified
INV000989,2024-06-09,120843,REDEMPTION,137415.00,Gujarat,Surat,T30,36-45,Male,16.1,Net Banking,Verified
INV003536,2024-06-09,120844,SIP,3089.00,Maharashtra,Nashik,B30,36-45,Male,36.9,Mandate,Verified
INV001128,2024-06-09,148568,SIP,41185.00,West Bengal,Kolkata,T30,36-45,Female,43.2,Net Banking,Verified
INV003406,2024-06-09,120841,SIP,14739.00,Madhya Pradesh,Bhopal,B30,26-35,Male,21.2,Net Banking,Verified
INV002189,2024-06-09,119551,SIP,3548.00,Uttar Pradesh,Lucknow,T30,36-45,Male,37.4,Cheque,Pending
INV001913,2024-06-09,120506,REDEMPTION,390620.00,Tamil Nadu,Chennai,T30,26-35,Female,11.8,Net Banking,Verified
INV002782,2024-06-09,120506,LUMPSUM,374705.00,Punjab,Chandigarh,T30,18-25,Male,3.7,Mandate,Verified
INV001462,2024-06-09,101206,SIP,13274.00,Gujarat,Surat,T30,26-35,Male,19.4,Cheque,Verified
INV004516,2024-06-09,149324,LUMPSUM,322931.00,Haryana,Gurugram,T30,36-45,Male,14.4,Mandate,Verified
INV000525,2024-06-09,118635,REDEMPTION,222501.00,Gujarat,Ahmedabad,T30,56+,Female,12.6,Cheque,Verified
INV000851,2024-06-09,119092,LUMPSUM,7944.00,Tamil Nadu,Chennai,T30,36-45,Male,39.2,Cheque,Verified
INV000545,2024-06-09,102887,REDEMPTION,281545.00,Telangana,Hyderabad,T30,26-35,Male,23.6,UPI,Verified
INV003836,2024-06-09,120503,SIP,2174.00,Karnataka,Bangalore,T30,36-45,Male,12.4,Mandate,Verified
INV002219,2024-06-09,149324,SIP,926.00,Karnataka,Mysore,B30,26-35,Male,6.9,Cheque,Verified
INV002453,2024-06-09,120503,SIP,1607.00,Gujarat,Surat,T30,26-35,Female,16.1,Net Banking,Verified
INV000071,2024-06-09,101206,SIP,40616.00,Madhya Pradesh,Bhopal,B30,26-35,Female,18.2,Net Banking,Verified
INV004993,2024-06-09,149322,REDEMPTION,252839.00,Karnataka,Bangalore,T30,36-45,Female,55.6,Net Banking,Verified
INV004473,2024-06-09,118634,SIP,452.00,Karnataka,Mysore,B30,18-25,Male,5.6,Net Banking,Verified
INV003742,2024-06-09,100025,SIP,8716.00,Tamil Nadu,Chennai,T30,56+,Female,53.9,UPI,Verified
INV000745,2024-06-09,149322,LUMPSUM,15994.00,Punjab,Chandigarh,T30,26-35,Female,13.2,Net Banking,Verified
INV002803,2024-06-09,119095,REDEMPTION,365372.00,Uttar Pradesh,Agra,B30,36-45,Male,31.9,Net Banking,Verified
INV003115,2024-06-09,149323,LUMPSUM,110645.00,Gujarat,Surat,T30,26-35,Male,23.9,Cheque,Verified
INV001336,2024-06-09,102885,SIP,11174.00,Tamil Nadu,Coimbatore,B30,18-25,Male,5.0,UPI,Verified
INV001002,2024-06-09,119094,SIP,594.00,Telangana,Hyderabad,T30,36-45,Male,52.5,Mandate,Pending
INV003511,2024-06-09,120841,LUMPSUM,269154.00,Haryana,Gurugram,T30,46-55,Male,36.8,Net Banking,Verified
INV001375,2024-06-09,119599,SIP,10241.00,Haryana,Gurugram,T30,18-25,Male,6.3,Cheque,Verified
INV003298,2024-06-09,120844,LUMPSUM,310919.00,Gujarat,Surat,T30,26-35,Male,12.4,Mandate,Verified
INV004124,2024-06-09,100033,SIP,10515.00,Maharashtra,Nashik,B30,56+,Male,76.4,Cheque,Verified
INV000616,2024-06-09,120505,SIP,2999.00,Maharashtra,Nashik,B30,36-45,Male,50.4,UPI,Verified
INV002051,2024-06-09,120503,SIP,40720.00,Gujarat,Ahmedabad,T30,46-55,Female,56.2,UPI,Verified
INV004701,2024-06-09,102887,LUMPSUM,74793.00,Haryana,Gurugram,T30,26-35,Male,7.3,Cheque,Verified
INV001363,2024-06-09,119093,LUMPSUM,299874.00,Karnataka,Mysore,B30,56+,Male,29.4,UPI,Verified
INV000675,2024-06-09,101206,SIP,13433.00,Uttar Pradesh,Kanpur,B30,36-45,Male,27.9,Cheque,Verified
INV001202,2024-06-09,119120,SIP,562.00,Karnataka,Bangalore,T30,26-35,Male,11.3,Mandate,Verified
INV001999,2024-06-09,119093,SIP,8360.00,Rajasthan,Udaipur,B30,18-25,Male,5.8,Mandate,Verified
INV000337,2024-06-09,119093,SIP,8276.00,Haryana,Faridabad,B30,56+,Female,73.4,Mandate,Verified
INV002819,2024-06-09,119094,LUMPSUM,383171.00,West Bengal,Kolkata,T30,26-35,Male,24.1,Mandate,Verified
INV002302,2024-06-09,120504,LUMPSUM,380597.00,West Bengal,Kolkata,T30,26-35,Male,10.1,UPI,Pending
INV000659,2024-06-09,125498,SIP,2429.00,Haryana,Faridabad,B30,26-35,Male,17.2,Mandate,Verified
INV002247,2024-06-09,120503,SIP,59371.00,Karnataka,Mysore,B30,18-25,Female,6.1,Cheque,Verified
INV002030,2024-06-09,119599,LUMPSUM,458171.00,Madhya Pradesh,Bhopal,B30,36-45,Male,31.7,Net Banking,Verified
INV003173,2024-06-09,119598,REDEMPTION,305256.00,Gujarat,Surat,T30,18-25,Male,7.1,Mandate,Verified
INV002846,2024-06-09,118636,SIP,23768.00,Punjab,Amritsar,B30,36-45,Male,57.1,Cheque,Verified
INV001641,2024-06-09,119120,LUMPSUM,323581.00,Haryana,Faridabad,B30,26-35,Male,15.4,Net Banking,Verified
INV001645,2024-06-09,125497,REDEMPTION,212544.00,Uttar Pradesh,Kanpur,B30,46-55,Male,77.5,UPI,Verified
INV000228,2024-06-09,149324,SIP,43091.00,Karnataka,Bangalore,T30,26-35,Male,7.2,Net Banking,Verified
INV001411,2024-06-09,102885,SIP,27404.00,Delhi,Gurugram,T30,26-35,Female,7.1,Cheque,Verified
INV000495,2024-06-09,100016,REDEMPTION,386823.00,Gujarat,Surat,T30,26-35,Female,7.6,Cheque,Verified
INV001959,2024-06-09,102887,REDEMPTION,234609.00,Tamil Nadu,Chennai,T30,18-25,Female,4.7,Mandate,Verified
INV004452,2024-06-09,100033,SIP,3392.00,Rajasthan,Udaipur,B30,26-35,Male,17.6,UPI,Verified
INV000130,2024-06-09,100016,LUMPSUM,63184.00,Madhya Pradesh,Indore,T30,56+,Female,69.4,Cheque,Verified
INV004452,2024-06-09,119092,LUMPSUM,272736.00,Rajasthan,Udaipur,B30,26-35,Male,17.6,Cheque,Verified
INV001329,2024-06-09,120842,REDEMPTION,225605.00,Punjab,Amritsar,B30,36-45,Female,37.2,Cheque,Verified
INV001170,2024-06-09,102885,REDEMPTION,93163.00,Karnataka,Mysore,B30,36-45,Male,34.6,Cheque,Pending
INV004436,2024-06-09,119093,SIP,3236.00,Delhi,New Delhi,T30,56+,Male,30.3,Cheque,Verified
INV004281,2024-06-09,119120,SIP,26834.00,Rajasthan,Jaipur,T30,26-35,Female,15.9,Net Banking,Verified
INV004858,2024-06-09,120503,SIP,54665.00,Uttar Pradesh,Kanpur,B30,36-45,Male,56.4,UPI,Verified
INV003775,2024-06-09,148567,SIP,42480.00,Maharashtra,Mumbai,T30,56+,Male,12.8,UPI,Verified
INV003069,2024-06-09,100016,SIP,8027.00,Punjab,Chandigarh,T30,56+,Female,59.5,Mandate,Verified
INV001640,2024-06-09,119120,REDEMPTION,501246.00,Rajasthan,Jaipur,T30,36-45,Female,52.6,Net Banking,Verified
INV004592,2024-06-09,148568,REDEMPTION,59346.00,Maharashtra,Pune,T30,36-45,Male,56.6,Net Banking,Verified
INV002115,2024-06-09,119599,REDEMPTION,63181.00,Punjab,Chandigarh,T30,56+,Female,71.4,Mandate,Verified
INV001250,2024-06-09,101208,LUMPSUM,201571.00,Rajasthan,Udaipur,B30,26-35,Male,25.0,Net Banking,Verified
INV000367,2024-06-09,148567,REDEMPTION,132704.00,Haryana,Gurugram,T30,36-45,Male,38.5,UPI,Verified
INV004045,2024-06-09,102887,SIP,2374.00,Madhya Pradesh,Indore,T30,18-25,Male,4.2,Cheque,Verified
INV000752,2024-06-09,102887,REDEMPTION,298357.00,Punjab,Chandigarh,T30,46-55,Male,32.7,Cheque,Verified
INV003569,2024-06-10,119599,SIP,2937.00,Delhi,Gurugram,T30,46-55,Male,65.1,Cheque,Verified
INV003559,2024-06-10,118633,SIP,4499.00,Uttar Pradesh,Kanpur,B30,26-35,Female,9.4,Cheque,Verified
INV002436,2024-06-10,120842,SIP,5970.00,Gujarat,Surat,T30,46-55,Male,28.8,Mandate,Verified
INV004025,2024-06-10,118635,SIP,2307.00,Gujarat,Ahmedabad,T30,56+,Male,18.7,Net Banking,Verified
INV001138,2024-06-10,101207,LUMPSUM,284887.00,Haryana,Faridabad,B30,46-55,Female,81.3,Cheque,Verified
INV002786,2024-06-10,125498,LUMPSUM,377391.00,Tamil Nadu,Coimbatore,B30,26-35,Female,13.3,Cheque,Verified
INV003573,2024-06-10,119094,SIP,59237.00,Gujarat,Surat,T30,36-45,Male,51.8,Cheque,Verified
INV004001,2024-06-10,119598,SIP,2011.00,Delhi,Noida,T30,56+,Female,52.7,Cheque,Verified
INV004080,2024-06-10,102886,SIP,13282.00,Punjab,Amritsar,B30,26-35,Female,18.7,UPI,Pending
INV002415,2024-06-10,148568,SIP,1981.00,West Bengal,Kolkata,T30,36-45,Male,13.9,UPI,Verified
INV002418,2024-06-10,120843,SIP,814.00,Haryana,Faridabad,B30,36-45,Male,34.0,Cheque,Verified
INV001609,2024-06-10,119093,SIP,4174.00,Punjab,Chandigarh,T30,26-35,Female,14.0,Mandate,Verified
INV003424,2024-06-10,149322,SIP,21923.00,Madhya Pradesh,Indore,T30,26-35,Female,19.7,UPI,Verified
INV001101,2024-06-10,118632,REDEMPTION,182520.00,Madhya Pradesh,Bhopal,B30,18-25,Male,5.3,Cheque,Verified
INV003962,2024-06-10,101207,REDEMPTION,15147.00,Haryana,Gurugram,T30,26-35,Male,20.4,Net Banking,Verified
INV003549,2024-06-10,120506,SIP,27615.00,Maharashtra,Pune,T30,56+,Male,76.9,UPI,Verified
INV000346,2024-06-10,118633,LUMPSUM,273050.00,Haryana,Faridabad,B30,26-35,Male,22.0,Cheque,Verified
INV003046,2024-06-10,100025,SIP,5675.00,West Bengal,Kolkata,T30,36-45,Male,12.4,Net Banking,Verified
INV000266,2024-06-10,102886,REDEMPTION,394837.00,Madhya Pradesh,Indore,T30,56+,Male,67.6,Net Banking,Verified
INV004898,2024-06-10,149324,SIP,2777.00,Haryana,Faridabad,B30,56+,Female,48.9,Cheque,Verified
INV000674,2024-06-10,120507,LUMPSUM,248956.00,Rajasthan,Udaipur,B30,26-35,Female,12.5,Cheque,Verified
INV000481,2024-06-10,120505,SIP,14045.00,Madhya Pradesh,Bhopal,B30,26-35,Female,13.4,Cheque,Verified
INV002478,2024-06-10,119094,LUMPSUM,47841.00,Telangana,Hyderabad,T30,18-25,Male,4.4,Cheque,Verified
INV004770,2024-06-10,120844,LUMPSUM,42875.00,Gujarat,Surat,T30,18-25,Female,5.2,Cheque,Verified
INV002477,2024-06-10,125498,SIP,2834.00,West Bengal,Kolkata,T30,46-55,Female,72.4,UPI,Verified
INV002347,2024-06-10,120503,SIP,1648.00,Delhi,New Delhi,T30,26-35,Female,6.5,Mandate,Verified
INV003618,2024-06-10,148568,LUMPSUM,366642.00,Delhi,Gurugram,T30,46-55,Female,72.4,Mandate,Verified
INV000452,2024-06-10,119092,REDEMPTION,314966.00,Tamil Nadu,Coimbatore,B30,26-35,Male,18.1,Net Banking,Verified
INV004916,2024-06-10,118633,SIP,23636.00,Haryana,Faridabad,B30,26-35,Male,12.5,Net Banking,Verified
INV001824,2024-06-10,119092,REDEMPTION,102338.00,Tamil Nadu,Coimbatore,B30,26-35,Female,8.9,Mandate,Verified
INV004326,2024-06-10,125497,LUMPSUM,153763.00,Delhi,Gurugram,T30,26-35,Male,7.5,Cheque,Verified
INV003762,2024-06-10,118634,LUMPSUM,20315.00,Telangana,Hyderabad,T30,36-45,Male,39.4,Mandate,Verified
INV000718,2024-06-10,101206,REDEMPTION,234074.00,Delhi,Gurugram,T30,26-35,Male,10.8,Cheque,Verified
INV001271,2024-06-10,149324,SIP,8136.00,Haryana,Gurugram,T30,36-45,Male,52.4,Mandate,Verified
INV002143,2024-06-10,118635,SIP,1063.00,Uttar Pradesh,Lucknow,T30,26-35,Male,11.8,Cheque,Verified
INV001876,2024-06-10,119598,LUMPSUM,375876.00,Delhi,Gurugram,T30,36-45,Male,13.3,Mandate,Verified
INV001914,2024-06-10,118635,REDEMPTION,10580.00,Delhi,Gurugram,T30,56+,Male,61.9,UPI,Verified
INV003647,2024-06-10,120504,SIP,17028.00,Haryana,Faridabad,B30,56+,Male,57.2,UPI,Verified
INV004832,2024-06-10,120504,LUMPSUM,468292.00,Uttar Pradesh,Kanpur,B30,18-25,Male,3.8,Mandate,Verified
INV002349,2024-06-10,118634,SIP,14976.00,Punjab,Amritsar,B30,26-35,Female,9.6,Cheque,Verified
INV002487,2024-06-10,125498,SIP,9134.00,Punjab,Chandigarh,T30,26-35,Male,19.5,UPI,Verified
INV000234,2024-06-10,119092,LUMPSUM,387678.00,Tamil Nadu,Coimbatore,B30,26-35,Male,23.8,UPI,Verified
INV000646,2024-06-10,119093,SIP,1051.00,Uttar Pradesh,Lucknow,T30,26-35,Female,23.9,UPI,Pending
INV003635,2024-06-10,120844,SIP,28739.00,West Bengal,Kolkata,T30,56+,Female,55.1,UPI,Verified
INV001545,2024-06-10,148568,LUMPSUM,101686.00,Madhya Pradesh,Bhopal,B30,26-35,Male,11.5,UPI,Verified
INV004860,2024-06-10,119095,SIP,1020.00,Punjab,Amritsar,B30,46-55,Male,47.7,Net Banking,Verified
INV004860,2024-06-10,102887,SIP,8076.00,Punjab,Amritsar,B30,46-55,Male,47.7,Net Banking,Verified
INV002944,2024-06-10,148567,SIP,12459.00,Karnataka,Mysore,B30,36-45,Female,28.1,Cheque,Verified
INV004866,2024-06-10,101207,SIP,2253.00,Madhya Pradesh,Bhopal,B30,36-45,Male,14.6,UPI,Verified
INV003316,2024-06-10,119120,REDEMPTION,65420.00,Punjab,Chandigarh,T30,36-45,Male,22.9,UPI,Verified
INV000724,2024-06-10,120507,LUMPSUM,115298.00,Uttar Pradesh,Kanpur,B30,46-55,Male,78.7,Mandate,Verified
INV001496,2024-06-10,102887,SIP,7797.00,West Bengal,Kolkata,T30,18-25,Male,4.5,Cheque,Verified
INV000086,2024-06-10,120504,SIP,14025.00,Karnataka,Mysore,B30,18-25,Female,4.1,Cheque,Pending
INV004983,2024-06-10,149324,SIP,7865.00,Madhya Pradesh,Bhopal,B30,26-35,Male,20.6,Net Banking,Verified
INV001505,2024-06-10,100033,LUMPSUM,57329.00,Uttar Pradesh,Lucknow,T30,26-35,Female,17.0,Net Banking,Verified
INV002440,2024-06-10,120506,LUMPSUM,385897.00,Karnataka,Bangalore,T30,18-25,Female,3.0,Net Banking,Verified
INV002553,2024-06-10,148567,SIP,8948.00,Gujarat,Ahmedabad,T30,36-45,Female,47.8,Mandate,Verified
INV004210,2024-06-10,101206,LUMPSUM,521274.00,Madhya Pradesh,Bhopal,B30,56+,Male,23.9,Net Banking,Verified
INV001353,2024-06-10,118633,SIP,21497.00,Punjab,Amritsar,B30,26-35,Male,6.5,UPI,Verified
INV002865,2024-06-10,149322,SIP,40167.00,Maharashtra,Pune,T30,18-25,Male,3.3,Mandate,Verified
INV000023,2024-06-10,119093,SIP,1075.00,West Bengal,Kolkata,T30,46-55,Female,61.9,Cheque,Verified
INV003173,2024-06-10,100025,REDEMPTION,202342.00,Gujarat,Surat,T30,18-25,Male,7.1,Net Banking,Verified
INV003359,2024-06-10,125498,SIP,1136.00,Gujarat,Ahmedabad,T30,26-35,Male,18.4,Mandate,Verified
INV004733,2024-06-10,118633,LUMPSUM,103994.00,Telangana,Hyderabad,T30,18-25,Male,5.4,UPI,Verified
INV001238,2024-06-10,125498,SIP,2878.00,Haryana,Gurugram,T30,26-35,Male,17.9,UPI,Verified
INV002010,2024-06-10,119093,LUMPSUM,76076.00,Uttar Pradesh,Agra,B30,56+,Male,11.6,Mandate,Pending
INV000407,2024-06-10,120507,LUMPSUM,104569.00,Tamil Nadu,Coimbatore,B30,36-45,Male,32.8,Cheque,Verified
INV001559,2024-06-10,101208,LUMPSUM,249630.00,Tamil Nadu,Coimbatore,B30,36-45,Male,41.9,Cheque,Verified
INV001901,2024-06-10,149324,LUMPSUM,20331.00,Delhi,New Delhi,T30,18-25,Female,3.4,Net Banking,Verified
INV001555,2024-06-10,119092,LUMPSUM,417839.00,Punjab,Amritsar,B30,26-35,Male,14.2,Cheque,Verified
INV004286,2024-06-10,119598,REDEMPTION,85310.00,Rajasthan,Udaipur,B30,36-45,Female,56.0,UPI,Verified
INV001434,2024-06-10,119094,SIP,28001.00,Maharashtra,Mumbai,T30,46-55,Male,92.6,Mandate,Verified
INV004269,2024-06-10,100016,REDEMPTION,283331.00,Punjab,Chandigarh,T30,26-35,Male,21.0,Cheque,Verified
INV003823,2024-06-10,120507,SIP,13723.00,Madhya Pradesh,Indore,T30,26-35,Male,10.5,UPI,Verified
INV001692,2024-06-11,148569,LUMPSUM,286318.00,Rajasthan,Jaipur,T30,26-35,Male,11.7,Cheque,Verified
INV002850,2024-06-11,100016,SIP,13860.00,Uttar Pradesh,Lucknow,T30,46-55,Male,76.5,UPI,Verified
INV001048,2024-06-11,100033,SIP,5431.00,Delhi,New Delhi,T30,46-55,Male,46.6,UPI,Verified
INV004016,2024-06-11,148569,SIP,3138.00,Delhi,New Delhi,T30,36-45,Male,21.0,Cheque,Verified
INV004072,2024-06-11,119599,LUMPSUM,520637.00,Delhi,New Delhi,T30,36-45,Male,50.6,Mandate,Verified
INV002551,2024-06-11,149323,LUMPSUM,251459.00,West Bengal,Kolkata,T30,18-25,Female,5.9,Mandate,Verified
INV001497,2024-06-11,119120,LUMPSUM,263032.00,Maharashtra,Mumbai,T30,36-45,Male,56.8,Mandate,Verified
INV000444,2024-06-11,119095,LUMPSUM,517578.00,Maharashtra,Pune,T30,36-45,Female,42.1,Net Banking,Verified
INV002687,2024-06-11,101206,SIP,3487.00,Delhi,New Delhi,T30,36-45,Male,25.9,UPI,Verified
INV000223,2024-06-11,120506,REDEMPTION,278599.00,West Bengal,Kolkata,T30,26-35,Male,6.3,Cheque,Verified
INV004623,2024-06-11,120507,SIP,21802.00,Madhya Pradesh,Indore,T30,46-55,Female,44.9,Cheque,Verified
INV004755,2024-06-11,148567,SIP,4171.00,Uttar Pradesh,Agra,B30,18-25,Female,6.5,UPI,Verified
INV000226,2024-06-11,148569,SIP,2767.00,West Bengal,Kolkata,T30,36-45,Female,39.3,Mandate,Verified
INV004005,2024-06-11,119093,LUMPSUM,356023.00,West Bengal,Kolkata,T30,26-35,Male,11.0,UPI,Verified
INV002059,2024-06-11,125497,SIP,401.00,Haryana,Faridabad,B30,46-55,Male,95.1,Net Banking,Verified
INV001336,2024-06-11,125498,SIP,29218.00,Tamil Nadu,Coimbatore,B30,18-25,Male,5.0,Cheque,Verified
INV002250,2024-06-11,120506,SIP,8869.00,Telangana,Hyderabad,T30,36-45,Male,20.4,Net Banking,Verified
INV000289,2024-06-11,119095,SIP,1133.00,Delhi,Gurugram,T30,36-45,Male,54.2,Cheque,Verified
INV003996,2024-06-11,149323,REDEMPTION,272506.00,Karnataka,Bangalore,T30,36-45,Female,39.8,Net Banking,Verified
INV004536,2024-06-11,100025,LUMPSUM,72000.00,Telangana,Hyderabad,T30,26-35,Female,6.3,UPI,Verified
INV004181,2024-06-11,102887,SIP,524.00,Uttar Pradesh,Lucknow,T30,26-35,Female,17.8,Net Banking,Verified
INV003920,2024-06-11,120505,SIP,47127.00,Punjab,Chandigarh,T30,26-35,Male,20.3,Mandate,Verified
INV001928,2024-06-11,101206,LUMPSUM,380135.00,Telangana,Hyderabad,T30,46-55,Female,29.2,UPI,Verified
INV003748,2024-06-11,102887,SIP,15860.00,Madhya Pradesh,Indore,T30,46-55,Male,66.4,Net Banking,Verified
INV003651,2024-06-11,119551,REDEMPTION,340907.00,Gujarat,Surat,T30,26-35,Male,14.6,Net Banking,Verified
INV002116,2024-06-11,118634,SIP,6370.00,Karnataka,Bangalore,T30,18-25,Male,3.8,Cheque,Verified
INV003344,2024-06-11,101208,LUMPSUM,353812.00,Haryana,Gurugram,T30,36-45,Female,52.5,Mandate,Pending
INV003344,2024-06-11,102886,REDEMPTION,325713.00,Haryana,Gurugram,T30,36-45,Female,52.5,Cheque,Verified
INV003912,2024-06-11,102886,SIP,401.00,West Bengal,Kolkata,T30,26-35,Male,8.5,Mandate,Verified
INV000678,2024-06-11,100025,SIP,1861.00,Gujarat,Surat,T30,26-35,Male,19.1,Cheque,Verified
INV004962,2024-06-11,118636,LUMPSUM,562392.00,Uttar Pradesh,Agra,B30,18-25,Male,6.7,Cheque,Verified
INV003830,2024-06-11,120507,SIP,40989.00,Punjab,Amritsar,B30,26-35,Male,17.6,Cheque,Verified
INV001738,2024-06-11,120503,SIP,47866.00,Karnataka,Bangalore,T30,36-45,Female,41.2,Mandate,Verified
INV002200,2024-06-11,120506,LUMPSUM,64067.00,Madhya Pradesh,Indore,T30,26-35,Male,23.1,Cheque,Verified
INV003374,2024-06-11,118635,SIP,1038.00,Karnataka,Mysore,B30,26-35,Male,15.8,UPI,Verified
INV002201,2024-06-11,148567,LUMPSUM,516524.00,Haryana,Gurugram,T30,36-45,Male,34.5,Net Banking,Verified
INV003427,2024-06-11,100016,SIP,53987.00,West Bengal,Kolkata,T30,18-25,Male,4.4,UPI,Verified
INV001428,2024-06-11,120503,LUMPSUM,182048.00,Delhi,New Delhi,T30,26-35,Male,17.8,Net Banking,Verified
INV004419,2024-06-11,120844,SIP,2921.00,Karnataka,Mysore,B30,18-25,Female,3.1,UPI,Verified
INV002993,2024-06-11,118633,LUMPSUM,506195.00,Maharashtra,Pune,T30,46-55,Male,36.0,UPI,Verified
INV000014,2024-06-11,101206,REDEMPTION,282307.00,Tamil Nadu,Chennai,T30,18-25,Male,4.3,Mandate,Verified
INV002613,2024-06-11,119551,SIP,7433.00,Karnataka,Bangalore,T30,46-55,Female,44.3,Cheque,Verified
INV000960,2024-06-11,149323,REDEMPTION,419757.00,West Bengal,Kolkata,T30,46-55,Male,90.6,Mandate,Verified
INV002149,2024-06-11,118634,SIP,2250.00,Tamil Nadu,Coimbatore,B30,26-35,Male,21.8,Cheque,Verified
INV003306,2024-06-11,119552,LUMPSUM,369081.00,Gujarat,Ahmedabad,T30,36-45,Male,14.6,Cheque,Verified
INV003669,2024-06-12,120843,LUMPSUM,46563.00,West Bengal,Kolkata,T30,18-25,Female,7.8,UPI,Verified
INV004953,2024-06-12,100033,REDEMPTION,243439.00,Haryana,Faridabad,B30,36-45,Male,36.3,Cheque,Verified
INV003660,2024-06-12,149324,LUMPSUM,139427.00,Delhi,Noida,T30,26-35,Male,6.8,Cheque,Verified
INV001497,2024-06-12,119551,SIP,9734.00,Maharashtra,Mumbai,T30,36-45,Male,56.8,Cheque,Verified
INV003940,2024-06-12,102885,SIP,7277.00,West Bengal,Kolkata,T30,36-45,Male,21.6,Cheque,Verified
INV003926,2024-06-12,100025,REDEMPTION,345118.00,West Bengal,Kolkata,T30,46-55,Male,92.8,Cheque,Verified
INV004718,2024-06-12,101208,SIP,516.00,Delhi,New Delhi,T30,56+,Male,52.4,Cheque,Verified
INV000021,2024-06-12,119599,SIP,48124.00,Uttar Pradesh,Agra,B30,46-55,Male,76.8,UPI,Verified
INV002208,2024-06-12,101206,LUMPSUM,440028.00,Punjab,Chandigarh,T30,56+,Male,61.1,UPI,Verified
INV002117,2024-06-12,102886,REDEMPTION,180103.00,Delhi,Gurugram,T30,26-35,Male,21.7,Mandate,Verified
INV003894,2024-06-12,120843,REDEMPTION,318613.00,Tamil Nadu,Coimbatore,B30,26-35,Male,14.9,Net Banking,Verified
INV002175,2024-06-12,120507,SIP,9818.00,Uttar Pradesh,Kanpur,B30,36-45,Male,47.8,Net Banking,Verified
INV003647,2024-06-12,120503,LUMPSUM,519597.00,Haryana,Faridabad,B30,56+,Male,57.2,Cheque,Verified
INV004805,2024-06-12,119092,LUMPSUM,285888.00,Madhya Pradesh,Indore,T30,26-35,Female,7.6,Net Banking,Verified
INV000225,2024-06-12,149323,LUMPSUM,539905.00,Delhi,New Delhi,T30,56+,Male,44.0,Net Banking,Verified
INV002133,2024-06-12,120841,LUMPSUM,43832.00,Rajasthan,Udaipur,B30,26-35,Male,23.0,Mandate,Verified
INV001640,2024-06-12,148568,LUMPSUM,116894.00,Rajasthan,Jaipur,T30,36-45,Female,52.6,Net Banking,Verified
INV003964,2024-06-12,118634,SIP,52103.00,Punjab,Chandigarh,T30,26-35,Male,16.7,Cheque,Verified
INV003097,2024-06-12,119599,SIP,5128.00,Punjab,Chandigarh,T30,26-35,Male,21.5,Net Banking,Verified
INV002228,2024-06-12,148569,SIP,505.00,Uttar Pradesh,Kanpur,B30,18-25,Male,7.7,Net Banking,Verified
INV002096,2024-06-12,120842,SIP,2944.00,Delhi,New Delhi,T30,18-25,Female,6.9,Net Banking,Verified
INV003515,2024-06-12,119092,SIP,11356.00,West Bengal,Kolkata,T30,26-35,Male,16.3,UPI,Verified
INV003116,2024-06-12,148567,SIP,1605.00,Rajasthan,Udaipur,B30,26-35,Female,8.7,Mandate,Verified
INV000262,2024-06-12,100025,SIP,15796.00,Telangana,Hyderabad,T30,36-45,Male,47.6,Net Banking,Pending
INV003695,2024-06-12,101207,LUMPSUM,390053.00,Karnataka,Bangalore,T30,36-45,Male,31.0,UPI,Verified
INV002157,2024-06-12,120507,SIP,2055.00,Punjab,Chandigarh,T30,26-35,Male,16.9,Cheque,Verified
INV003043,2024-06-12,148567,REDEMPTION,228820.00,Karnataka,Bangalore,T30,26-35,Male,21.2,UPI,Verified
INV002339,2024-06-12,119093,REDEMPTION,337021.00,Delhi,New Delhi,T30,36-45,Male,46.4,UPI,Verified
INV001115,2024-06-12,120507,REDEMPTION,128621.00,Uttar Pradesh,Kanpur,B30,26-35,Male,20.7,UPI,Verified
